Company,Role,Job Type,Eligible Branches,Minimum CGPA,Location,CTC (LPA),Stipend (Monthly INR),Required Skills,Selection Process
Wipro,Software Development Engineer,FTE,"COE,COPC",9.0,Remote,12.82,150000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Salesforce,DevOps Engineer,Intern+FTE,"COE,COPC,COBS",9.0,Pune,55.16,25000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Atlassian,Cloud Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,EIC,EEC",6.0,Chennai,42.23,150000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Siemens,DevOps Engineer,Intern+Performance Based Chance of FTE,B.E. All Branches,6.0,Hyderabad,26.52,70000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Morgan Stanley,QA Engineer,Intern+FTE,"COE,COPC,ECE,EIC,EEC",6.0,Mumbai,42.96,60000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Salesforce,QA Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE",8.5,Gurugram,44.01,30000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Google,Software Development Engineer,FTE,"COE,COPC,COBS",6.5,Noida,28.65,70000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Cognizant,Business Analyst,Intern+FTE,"COE,COPC,ECE",6.0,Mumbai,36.56,40000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
Expedia,QA Engineer,Intern+FTE,"COE,COPC,ECE",7.5,Gurugram,19.0,150000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Infosys,Data Scientist,FTE,"COE,COPC,ECE,EIC,EEC",8.0,Pune,42.01,100000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Atlassian,Cloud Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,EIC,EEC",7.0,Remote,89.2,60000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Paytm,Full Stack Developer,Intern,"COE,COPC,ECE",7.5,Chennai,59.97,100000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
NVIDIA,Data Scientist,FTE,"COE,COPC",8.0,Bengaluru,44.19,80000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Booking Holdings,Embedded Engineer,Intern+FTE,B.E. All Branches,9.0,Chennai,32.82,60000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Goldman Sachs,QA Engineer,Intern+FTE,"COE,COPC,ECE,EIC,EEC",6.0,Bengaluru,16.27,60000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Paytm,Cloud Engineer,Intern+FTE,"COE,COPC",7.0,Chennai,7.8,70000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
HCLTech,Business Analyst,FTE,B.E. All Branches,8.0,Gurugram,15.48,40000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
Walmart Global Tech,Data Scientist,FTE,"COE,COPC,ECE,EIC,EEC",9.0,Chennai,55.36,100000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Meesho,Cloud Engineer,Intern+FTE,"COE,COPC,ECE,EIC,EEC",8.5,Mumbai,58.0,40000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Samsung R&D,AI/ML Engineer,Intern,"COE,COPC,ECE,ENC",8.0,Hyderabad,10.88,80000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Infosys,AI/ML Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,EIC,EEC",7.0,Hyderabad,42.33,60000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Siemens,Full Stack Developer,FTE,B.E. All Branches,6.5,Hyderabad,31.46,150000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Cisco,Cloud Engineer,Intern+Performance Based Chance of FTE,"COE,COPC",6.5,Bengaluru,55.11,60000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Amazon,Data Scientist,Intern,"COE,COPC,ECE",8.0,Pune,59.78,30000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Deloitte,Cloud Engineer,Intern+Performance Based Chance of FTE,B.E. All Branches,8.5,Pune,26.03,125000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Optum,QA Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,ENC",6.0,Chennai,11.35,100000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
American Express,Cloud Engineer,FTE,"COE,COPC",8.5,Chennai,30.01,50000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Maq Software,QA Engineer,FTE,"COE,COPC,ECE",6.0,Remote,25.37,80000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Oracle,QA Engineer,Intern,"COE,COPC",9.0,Chennai,17.45,150000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Morgan Stanley,Frontend Engineer,Intern,B.E. All Branches,6.5,Noida,48.5,50000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
Goldman Sachs,AI/ML Engineer,Intern,"COE,COPC,ECE,ENC",9.0,Pune,47.82,150000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Uber,DevOps Engineer,Intern+FTE,"COE,COPC",7.0,Noida,36.34,25000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Apple,AI/ML Engineer,Intern+Performance Based Chance of FTE,B.E. All Branches,6.0,Hyderabad,42.25,40000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
TCS,Cloud Engineer,Intern,"COE,COPC,COBS",8.0,Noida,48.01,125000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Expedia,Software Development Engineer,FTE,"COE,COPC,COBS",8.5,Bengaluru,45.27,125000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Adobe,Cloud Engineer,Intern,"COE,COPC,COBS",8.5,Remote,51.75,80000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Atlassian,Backend Engineer,FTE,B.E. All Branches,8.5,Chennai,34.64,40000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
Deloitte,Cybersecurity Analyst,Intern+Performance Based Chance of FTE,"COE,COPC",9.0,Hyderabad,34.65,100000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
Intel,QA Engineer,Intern+FTE,"COE,COPC,COBS",7.5,Noida,53.4,125000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Optum,AI/ML Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,EIC,EEC",6.0,Chennai,50.68,80000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Incedo,AI/ML Engineer,Intern+FTE,"COE,COPC,ECE,EIC,EEC",7.5,Hyderabad,41.92,70000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Oracle,Backend Engineer,FTE,"COE,COPC,ECE",8.0,Bengaluru,11.03,30000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
Apple,DevOps Engineer,FTE,"COE,COPC,ECE,EIC,EEC",9.0,Mumbai,68.55,80000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Dell,Software Development Engineer,FTE,"COE,COPC,ECE,ENC",6.0,Noida,58.29,150000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Flipkart,QA Engineer,FTE,B.E. All Branches,7.0,Hyderabad,32.04,30000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Tech Mahindra,Data Scientist,Intern,B.E. All Branches,8.5,Gurugram,37.0,80000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Google,Frontend Engineer,FTE,"COE,COPC",6.5,Pune,74.56,70000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
NVIDIA,QA Engineer,Intern,"COE,COPC,ECE,EIC,EEC",8.0,Noida,34.22,25000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Deloitte,Business Analyst,FTE,"COE,COPC,ECE,ENC",8.5,Chennai,30.5,40000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
BrowserStack,Cybersecurity Analyst,Intern+FTE,"COE,COPC,ECE",9.0,Bengaluru,38.2,25000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
Siemens,Backend Engineer,Intern+Performance Based Chance of FTE,B.E. All Branches,7.5,Mumbai,20.69,80000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
Razorpay,Full Stack Developer,FTE,"COE,COPC,COBS",6.0,Gurugram,46.77,30000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Siemens,QA Engineer,FTE,"COE,COPC",6.5,Mumbai,38.03,125000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Booking Holdings,Software Development Engineer,Intern+FTE,"COE,COPC,ECE",9.0,Gurugram,6.42,60000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
PhonePe,AI/ML Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE",6.5,Mumbai,12.48,100000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Maq Software,Embedded Engineer,FTE,"COE,COPC",7.5,Bengaluru,18.43,125000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Incedo,Software Development Engineer,FTE,B.E. All Branches,7.5,Mumbai,30.83,30000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
SAP,QA Engineer,Intern+Performance Based Chance of FTE,"COE,COPC",7.0,Pune,28.56,30000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Expedia,Cloud Engineer,Intern,"COE,COPC,COBS",9.0,Hyderabad,50.93,70000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Morgan Stanley,Business Analyst,Intern,"COE,COPC,COBS",9.0,Gurugram,37.8,125000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
HCLTech,AI/ML Engineer,Intern,B.E. All Branches,8.5,Hyderabad,17.96,40000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Cognizant,DevOps Engineer,FTE,"COE,COPC,ECE,EIC,EEC",9.0,Pune,16.47,70000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Morgan Stanley,Backend Engineer,Intern+FTE,B.E. All Branches,6.5,Hyderabad,13.91,50000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
Nutanix,QA Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,EIC,EEC",8.0,Chennai,32.68,150000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Cisco,AI/ML Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,COBS",8.5,Gurugram,14.15,30000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Razorpay,Cybersecurity Analyst,Intern,"COE,COPC,ECE,ENC",7.5,Remote,9.03,125000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
Amazon,Software Development Engineer,Intern,"COE,COPC,ECE,EIC,EEC",9.0,Hyderabad,25.91,60000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Expedia,Cybersecurity Analyst,Intern,"COE,COPC,COBS",9.0,Noida,33.38,100000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
Swiggy,Cybersecurity Analyst,Intern,"COE,COPC,COBS",6.0,Chennai,31.68,40000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
SAP,Backend Engineer,Intern,"COE,COPC,ECE",8.5,Remote,33.25,40000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
EPAM,DevOps Engineer,FTE,"COE,COPC,ECE,ENC",7.0,Mumbai,34.23,40000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Optum,AI/ML Engineer,FTE,"COE,COPC",7.0,Hyderabad,42.66,25000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Samsung R&D,QA Engineer,Intern+FTE,"COE,COPC,ECE,ENC",6.0,Pune,26.87,60000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
IBM,Data Scientist,Intern+FTE,B.E. All Branches,8.5,Hyderabad,58.26,80000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Paytm,DevOps Engineer,Intern+FTE,"COE,COPC,ECE,EIC,EEC",8.5,Hyderabad,26.34,70000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Intel,QA Engineer,Intern,"COE,COPC,ECE,ENC",7.0,Pune,28.86,70000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
American Express,AI/ML Engineer,Intern+FTE,"COE,COPC,ECE",6.5,Pune,57.17,100000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Atlassian,Data Scientist,Intern,"COE,COPC,ECE,EIC,EEC",7.0,Pune,31.57,125000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Booking Holdings,Business Analyst,Intern+FTE,"COE,COPC,ECE,EIC,EEC",7.5,Bengaluru,14.33,40000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
Optum,AI/ML Engineer,Intern+Performance Based Chance of FTE,B.E. All Branches,7.0,Remote,42.52,50000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Goldman Sachs,DevOps Engineer,Intern+FTE,"COE,COPC,ECE,ENC",8.5,Remote,18.92,100000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Infosys,Data Scientist,Intern+Performance Based Chance of FTE,"COE,COPC,ECE",9.0,Noida,48.02,125000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Booking Holdings,Frontend Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,ENC",8.0,Hyderabad,53.14,25000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
SAP,DevOps Engineer,Intern,"COE,COPC,ECE",7.0,Remote,51.96,60000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Capgemini,Frontend Engineer,Intern+FTE,"COE,COPC,COBS",7.0,Bengaluru,50.88,30000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
Optum,Software Development Engineer,Intern+FTE,"COE,COPC,COBS",6.0,Chennai,27.41,70000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Goldman Sachs,Software Development Engineer,FTE,"COE,COPC,ECE",6.5,Bengaluru,23.21,30000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
PhonePe,Cloud Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,COBS",8.0,Bengaluru,43.59,40000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Oracle,Software Development Engineer,Intern+Performance Based Chance of FTE,"COE,COPC",9.0,Gurugram,19.82,40000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Morgan Stanley,Data Scientist,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,EIC,EEC",9.0,Remote,12.58,50000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Atlassian,Backend Engineer,Intern,"COE,COPC,ECE,EIC,EEC",8.0,Noida,57.49,125000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
SAP,Frontend Engineer,FTE,"COE,COPC,ECE",8.0,Mumbai,21.73,25000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
Nutanix,QA Engineer,FTE,"COE,COPC",8.0,Bengaluru,42.08,125000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Deloitte,Cloud Engineer,FTE,"COE,COPC,ECE,ENC",8.5,Bengaluru,8.35,80000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
IBM,Backend Engineer,FTE,"COE,COPC,ECE",6.0,Chennai,24.62,30000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
